Batch,Subject,Test_Nr,Novel_pig,PVC_Nr,Sow,NPT_back_dur,NPT_back_freq,NPT_climbing_freq,NPT_facing_back_dur,NPT_facing_back_freq,NPT_facing_fence_dur,NPT_facing_fence_freq,NPT_front_dur,NPT_front_freq,NPT_latency_back_dur,NPT_latency_front_dur,NPT_latency_middle_dur,NPT_middle_dur,NPT_middle_freq,NPT_sudden_display_dur,NPT_sudden_display_freq,NPT_tail_wagging_freq,NPT_turn_back_freq,NPT_walking_by_fence_dur,NPT_walking_by_fence_freq,NPT_NP_back_dur,NPT_NP_back_freq,NPT_NP_climbing_freq,NPT_NP_facing_back_dur,NPT_NP_facing_back_freq,NPT_NP_facing_fence_dur,NPT_NP_facing_fence_freq,NPT_NP_front_dur,NPT_NP_front_freq,NPT_NP_latency_nose-nose_dur,NPT_NP_middle_dur,NPT_NP_middle_freq,NPT_NP_nose-nose_freq,NPT_NP_pig_not_visible_dur,NPT_NP_pig_not_visible_freq,NPT_NP_sudden_display_dur,NPT_NP_sudden_display_freq,NPT_NP_tail_wagging_freq,NPT_NP_walking_by_fence_dur,NPT_NP_walking_by_fence_freq,NPT_Sback_NPback_freq,NPT_Sback_NPback_dur,NPT_Sfront_NPback_freq,NPT_Sfront_NPback_dur,NPT_Smiddle_NPback_freq,NPT_Smiddle_NPback_dur,NPT_Smiddle_NPfront_freq,NPT_Smiddle_NPfront_dur,NPT_Sfront_NPfront_freq,NPT_Sfront_NPfront_dur,NPT_Sfaceback_NPfaceback_freq,NPT_Sfaceback_NPfaceback_dur,NPT_Sfaceback_NPfacefence_freq,NPT_Sfaceback_NPfacefence_dur,NPT_Sfacefence_NPfacefence_freq,NPT_Sfacefence_NPfacefence_dur,NPT_Swalkfence_NPwalkfence_freq,NPT_Swalkfence_NPwalkfence_dur,NPT_Swalkfence_NPnotwalkfence_dur,NPT_Snotwalkfence_NPwalkfence_dur
2,7,2,8929,11,592,0,0,0,61.75,3,208.246,2,221.498,2,270,14.25,229.001,48.498,3,0,0,0,0,0,0,129.99,9,0,101.236,9,160.247,10,139.994,8,18.25,0,0,27,8.498,1,0,0,2,0,0,0,0,8,91.991,3,37.997,2,10.499,8,129.493,3,19.745,5,33.501,8,126.743,0,0,0,0
2,8,1,8779,12,592,0,0,0,40.007,5,229.983,6,223.502,5,270,0,15.761,46.49,4,0,0,1,0,0,0,92.257,9,0,106.995,10,162.986,10,177.726,9,48.508,0,0,8,0,0,0,0,0,0,0,0,0,9,76.005,3,16.249,4,30.238,10,147.483,3,26.503,3,13.503,12,149.478,0,0,0,0
2,8,2,8825,12,592,3.003,1,0,67.495,8,202.491,7,232.496,3,270,12.752,181.501,34.493,5,0,0,8,0,0,0,137.498,6,0,108.249,8,161.736,8,132.491,6,15.499,0,0,14,0,0,0,0,0,0,0,1,3.003,8,105.24,5,29.247,1,5.245,5,127.246,8,57.254,2,10.239,7,151.496,0,0,0,0
2,9,1,8927,21,770,0,0,0,9.423,3,225.317,10,263.499,2,270,0,215.429,6.499,1,0,0,1,0,35.241,7,45.001,1,0,68.917,5,201.074,5,224.997,2,11.677,0,0,23,0,0,0,0,0,0,0,0,0,1,41.002,1,3.998,1,2.5,2,222.496,3,8.674,1,0.748,9,180.573,0,0,35.241,0
2,9,2,8793,21,770,0,0,0,39,6,185.486,12,231.486,5,270,0,114.621,38.506,4,0,0,1,0,45.492,5,109.499,3,0,43.994,5,205.747,7,160.495,4,1.869,0,0,18,15.249,2,0,0,0,4.996,1,0,0,3,99.499,1,9.999,4,28.506,7,131.982,0,0,6,35.508,12,153.233,0,0,45.492,4.996
2,10,1,8759,2,772,4.241,1,0,92.481,10,173.697,11,197.498,5,270,7.242,19.741,68.25,6,0,0,0,3,3.801,1,153.895,8,0,43.244,8,198.739,8,116.091,7,35.743,0,0,8,28,2,0,0,1,0,0,1,4.241,7,101.65,6,47.998,5,20.247,7,95.839,4,24.745,10,55.732,12,142.993,0,0,3.801,0
2,10,2,8790,2,772,2.555,1,0,57.441,7,212.546,7,206.503,6,270,8.303,60.806,60.929,7,0,0,0,0,0,0,90.244,6,0,49.976,7,215.758,8,179.746,5,10.56,0,0,29,4.251,1,0,0,0,0,0,1,2.555,6,46.992,6,40.69,5,20.235,6,159.505,5,26.49,8,30.694,8,185.056,0,0,0,0
2,11,1,8928,13,775,72.873,9,0,112.685,18,157.28,18,89.995,8,29.798,19.298,23.798,107.099,17,0,0,0,0,0,0,62.197,2,1,53.499,5,207.243,6,207.8,2,145.046,0,0,4,9.247,1,0,0,0,0,0,2,12.446,2,19.747,5,29.997,15,77.099,6,70.248,6,19.251,17,84.181,17,123.034,0,0,0,0
2,11,2,8929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,12,1,8779,3,772,46.369,5,0,71.919,8,198.065,9,168.312,6,110.162,0,85.354,55.299,10,0,0,0,0,0,0,104.729,7,0,85.214,9,208.797,9,165.257,8,6.586,0,0,9,34.776,1,0,0,0,0,0,4,22.846,6,51.919,7,29.954,7,25.341,8,116.385,5,23.781,8,63.692,13,145.093,0,0,0,0
2,12,2,8825,3,772,32.758,5,0,111.251,9,158.731,10,162.498,7,77.997,0,54.997,74.722,11,0,0,0,1,0,0,139.489,4,0,52.993,5,216.997,6,130.504,4,5.5,0,0,13,0,0,0,0,0,0,0,4,25.514,6,69.497,8,44.464,5,30.256,5,92.997,4,34.748,10,76.498,11,140.484,0,0,0,0
2,13,1,8927,9,751,0,0,0,7.251,2,225.489,10,260.996,4,270,0,73.749,8.998,3,6.494,3,0,0,30.747,5,111.239,3,0,48.494,9,193.974,12,158.755,4,3.251,0,0,14,25.754,1,1.756,1,0,0,0,0,0,6,102.235,3,8.998,0,0,4,158.755,0,0,1,3.001,14,176.209,0,0,30.747,0
2,13,2,8793,9,751,15.251,2,0,52.234,9,174.483,15,201.276,9,162.503,0,134.507,53.453,10,20.002,7,0,0,23.247,4,33.997,4,0,21.748,4,246.747,6,235.995,5,0,0,0,29,0,0,1.495,1,0,0,0,1,3.003,4,11.75,4,19.239,9,34.211,9,189.522,3,11.242,9,40.989,16,165.978,0,0,23.247,0
2,14,1,8759,15,747,18.496,2,0,49.239,11,220.739,12,233.75,4,11.189,0,9.189,17.744,5,0,0,0,0,0,0,43.185,5,0,60.498,6,207.302,7,226.806,5,86.689,0,0,26,2.187,1,0,0,2,0,0,0,0,5,43.185,0,0,5,17.744,8,190.556,3,4.745,10,44.492,15,162.792,0,0,0,0
2,14,2,8790,15,747,0,0,2,35.486,7,230.248,8,253.246,4,270,0.501,102.253,16.748,3,0,0,0,0,4.251,1,102.5,4,0,83.991,4,186.002,4,167.493,4,0.501,0,0,18,0,0,0,0,4,0,0,0,0,6,89.251,2,13.245,1,3.503,5,163.988,3,26.236,5,9.249,9,172.491,0,0,4.251,0
2,15,1,8928,19,680,15.748,2,0,60.997,5,208.993,6,186.748,4,136.002,0,100.504,67.494,5,0,0,0,3,0,0,184.25,6,0,77.751,7,185.236,7,85.739,6,10.999,0,0,10,6.999,1,0,0,1,0,0,2,15.748,8,107.998,6,60.494,1,6.998,5,78.741,2,22.748,4,38,10,147.229,0,0,0,0
2,15,2,8929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,16,1,8779,1,775,52.742,5,0,89.482,10,178.497,11,179.24,4,95.25,0,91.75,38.002,8,2,1,0,0,0,0,118.253,6,0,102.495,9,147.489,11,151.735,7,0,0,0,5,15,1,0,0,0,4.995,1,4,13.996,6,85.496,6,18.751,4,19.249,5,93.737,5,37.996,7,41.744,12,104.736,0,0,0,4.995
2,16,2,8825,1,775,0,0,0,21.251,3,248.744,3,263.997,2,270,0,251.249,6,2,0,0,2,0,0,0,80.246,2,0,46.996,2,202.501,3,189.751,2,6.747,0,0,29,20.498,1,0,0,13,0,0,0,0,2,80.246,0,0,2,6,3,183.748,1,6.25,2,8.001,4,194.497,0,0,0,0
2,17,NA,NA,6,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,18,NA,NA,22,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,1,8686,8831,733,0,0,0,0,0,181.886,11,268.001,1,270,0,270,0,0,0,0,0,0,86.095,10,163.997,4,0,58.243,6,190.247,8,105.995,5,2.998,0,0,14,16.248,1,0,0,0,5.247,1,0,0,4,163.997,0,0,0,0,5,103.996,0,0,0,0,10,152.236,1,5.247,80.848,0
4,1,2,6412,8831,733,0,0,0,25,5,241.989,7,248.673,3,270,0,188.93,21.322,3,0,0,0,0,2.999,1,78.992,6,0,38.232,8,207.254,9,190.996,7,0.426,0,0,23,24.497,1,0,0,0,0,0,0,0,7,67.994,1,10.996,2,10.326,8,180.667,1,0.502,4,12.752,13,191.494,0,0,2.999,0
4,2,1,7913,8745,746,0,0,0,11.074,3,222.862,11,260.794,2,270,6.871,267.569,9.203,2,0,0,0,0,36.044,7,120.212,10,0,45.485,10,163.385,14,149.77,9,9.971,0,0,19,38.8,4,0,0,1,22.299,4,0,0,11,111.006,2,9.203,0,0,9,149.77,3,2.274,2,7.749,15,144.33,4,19.147,16.897,3.152
4,2,2,8859,8745,746,0,0,0,25.747,2,201.255,9,261.502,3,270,0,186.999,8.494,2,0,0,1,0,42.982,6,138.501,8,0,43.246,9,154.98,15,131.483,9,0,0,0,21,19.499,2,0,0,0,52.244,6,0,0,9,135.499,2,2.999,1,5.494,9,125.988,1,0.751,2,6.75,16,144.48,4,34.988,7.994,17.256
4,3,1,8818,8712,746,32.742,2,0,61.005,3,176.673,11,207.005,4,202.103,0,154.852,30.243,5,0,0,1,0,32.302,7,80.842,10,0,38.736,8,203.489,12,189.139,10,6.35,0,0,22,3.5,1,0,0,0,24.251,4,2,15.245,9,63.102,2,2.492,4,27.75,10,143.888,1,2,4,49.251,13,145.223,2,11.308,20.994,12.943
4,3,2,8834,8712,746,0,0,0,15.747,4,227.245,7,263,2,270,0,255.438,6.998,1,0,0,1,0,22.997,2,126.753,6,0,67.744,8,189.74,9,143.235,7,0,0,0,20,5.499,1,0,0,1,6.999,1,0,0,6,123.751,1,3.001,1,3.996,7,139.238,3,6.503,3,9.242,10,178.995,1,6.999,15.998,0
4,4,1,8923,8641,739,14.863,2,0,22.249,2,194.996,9,238.999,3,232.84,0,228.957,16.13,4,0,0,7,2,52.739,6,69.4,6,0,45.249,6,202.231,10,200.588,7,11.209,0,0,17,8.746,1,0,0,0,13.755,3,1,1.994,6,59.897,2,7.506,3,8.623,7,179.092,1,4.749,2,10.998,11,159.234,0,0,52.739,13.755
4,4,2,8622,8641,739,30.504,3,0,69.492,7,180.882,12,214.741,5,6.9,0,3.402,24.741,7,4.501,3,0,1,15.1,4,174.401,9,0,73.737,16,145.08,14,95.582,9,41.151,0,0,18,51.145,9,0,0,0,0,0,3,30.504,13,119.142,7,24.741,0,0,9,95.582,8,22.24,6,18.741,13,113.98,0,0,15.1,0
4,5,1,8686,8670,743,23.003,1,0,48.501,1,210.74,3,212.499,2,34.938,0,4.689,34.494,2,0,0,5,2,10.755,1,110.306,4,0,55.507,5,184.734,8,159.687,4,107.941,0,0,10,0,0,0,0,0,29.745,2,0,0,4,110.306,0,0,2,34.494,5,102.186,1,1.499,2,17.253,6,166.978,0,0,10.755,29.745
4,5,2,6412,8670,743,0,0,0,18.999,3,196.1,10,260.4,1,270,0,260.4,9.599,1,0,0,0,0,54.883,6,207.599,3,0,45.992,7,171.646,7,62.396,3,7.398,0,0,4,52.346,3,0,0,0,0,0,0,0,3,197.999,1,9.599,0,0,3,62.396,0,0,2,8.747,9,141.251,0,0,54.883,0
4,6,1,7913,8706,588,0,0,0,0,0,195.999,9,254.983,1,270,15.016,270,15.016,1,0,0,0,0,73.985,8,115.772,6,9,19.995,5,209.485,8,154.217,6,37.271,0,0,23,36.006,2,0,0,0,4.499,1,0,0,5,101.254,1,14.518,1,0.497,6,153.719,0,0,0,0,9,168.989,1,3.252,70.733,1.247
4,6,2,8859,8706,588,0,0,0,0,0,138.04,20,270,1,270,0,270,0,0,0,0,0,0,131.922,19,180.327,4,0,36.998,4,193.24,8,89.666,4,0,0,0,8,39.747,4,0,0,0,0,0,0,0,4,180.327,0,0,0,0,4,89.666,0,0,0,0,18,120.39,0,0,131.922,0
4,7,1,8818,8620,774,93.748,4,0,86.234,6,183.754,7,94.248,1,158.567,18.564,112.813,81.996,4,0,0,6,0,0,0,22.932,1,0,22.819,5,247.172,5,247.067,1,21.568,0,0,6,0,0,0,0,0,0,0,1,22.932,0,0,0,0,4,81.996,1,94.248,1,2.502,6,83.73,9,163.432,0,0,0,0
4,7,2,8834,8620,774,49.085,3,0,65.997,5,203.993,6,134.248,3,145.659,4.158,106.909,86.656,6,0,0,0,0,0,0,261.09,1,0,19.999,1,158.153,4,8.909,1,270,0,0,0,91.84,4,0,0,0,0,0,3,49.085,3,129.497,5,82.498,1,4.158,1,4.75,0,0,3,21.499,5,136.65,0,0,0,0
4,8,1,8923,8575,774,6.575,1,0,5.074,1,225.313,7,260.928,1,270,9.071,270,2.495,1,0,0,0,0,39.6,6,134.314,5,0,46.57,7,211.672,7,135.677,5,11.32,0,0,10,11.743,2,0,0,0,0,0,1,6.575,5,125.242,1,2.495,0,0,5,135.677,1,5.073,0,0,12,175.121,0,0,39.6,0
4,8,2,8622,8575,774,0,0,0,16.56,7,242.644,10,246.03,9,270,0,9.996,23.954,8,0,0,2,0,7.848,2,183.645,10,0,51.481,16,105.991,13,86.336,10,25.497,0,0,10,112.489,11,0,0,0,0,0,0,0,16,164.494,6,19.139,2,4.815,12,81.517,1,2.247,2,3.82,14,100.486,0,0,7.848,0
4,9,1,8686,8612,781,0,0,0,52.987,6,165.478,16,227.898,4,270,2.353,104.256,42.094,5,0,0,7,1,51.505,9,48.499,4,0,40.251,4,229.741,5,221.494,4,5.255,0,0,8,0,0,0,0,0,0,0,0,0,3,45.747,2,2.751,5,39.341,6,182.146,1,3.247,6,49.739,14,150.982,0,0,51.505,0
4,9,2,6412,8612,781,0,0,0,32.241,8,202.488,13,242.246,7,270,1.001,8.252,27.74,8,0,0,31,0,35.246,5,158.15,9,0,103.492,11,153.986,12,111.833,9,33.751,0,0,13,7.5,2,0,0,0,0,0,0,0,11,144.401,4,13.743,5,13.996,11,97.83,6,11.497,5,20.741,14,116.988,0,0,35.246,0
4,10,1,7913,8590,784,0,0,0,4.998,1,212.241,12,263.749,2,270,0,2.748,6.249,1,0,0,1,0,52.739,10,65.491,5,0,61.234,6,200.6,7,169.003,4,11.745,0,0,36,3.747,1,0,0,0,4.405,1,0,0,5,65.491,0,0,1,6.249,5,162.752,0,0,1,4.998,10,178.347,1,3.998,48.741,0.407
4,10,2,8859,8590,784,0,0,2,0,0,199.752,14,270,1,270,0,270,0,0,0,0,0,0,70.222,13,152.995,7,0,100.252,7,144.734,8,116.992,7,0.5,0,0,18,24.998,2,0,0,0,0,0,0,0,7,152.995,0,0,0,0,7,116.992,0,0,0,0,9,122.508,0,0,70.222,0
4,11,1,8818,8646,781,0,0,0,7.495,1,254.001,3,262.504,1,270,0,262.504,7.495,1,0,0,1,0,8.499,2,40.743,2,0,91.984,6,178.004,7,229.253,3,1.255,0,0,25,0,0,0,0,0,0,0,0,0,2,40.743,0,0,1,7.495,3,221.757,0,0,1,7.495,7,168.754,0,0,8.499,0
4,11,2,8834,8646,781,0,0,0,0,0,235.143,7,270,1,270,0,270,0,0,0,0,0,0,34.845,6,85.243,6,0,93.489,6,176.5,6,184.746,6,0,0,0,20,0,0,0,0,16,0,0,0,0,6,85.243,0,0,0,0,6,184.746,0,0,0,0,7,168.751,0,0,34.845,0
4,12,1,8923,8938,784,0,0,0,16.495,1,193.744,10,253.503,2,270,0,219.504,16.495,1,0,0,0,0,59.743,8,106.49,3,0,44.753,4,190.995,4,163.505,3,3.998,0,0,5,34.244,1,0,0,0,0,0,0,0,3,106.49,0,0,1,16.495,4,147.008,0,0,1,16.495,8,153.503,0,0,59.743,0
4,12,2,8622,8938,784,0,0,0,1.247,1,230.003,10,270,1,270,0,270,0,0,0,0,0,0,38.732,8,97.235,9,10,48.498,9,192.746,7,172.748,9,3.747,0,0,23,28.735,6,0,0,0,0,0,0,0,9,97.235,0,0,0,0,9,172.748,0,0,1,0.995,10,169.75,0,0,38.732,0
4,13,1,8686,8587,588,13.247,1,0,12.252,1,196.799,9,253.251,1,270,16.748,270,3.5,1,0,0,0,0,60.932,8,98.011,3,0,53.257,5,212.234,6,171.983,4,36.499,0,0,13,4.498,1,0,0,3,0,0,0,0,3,98.011,0,0,1,3.5,4,155.234,0,0,1,12.252,11,147.733,0,0,60.932,0
4,13,2,6412,8587,588,0,0,0,13.747,5,218.738,13,265.75,1,270,4.249,270,4.249,1,0,0,0,0,37.49,8,157.997,8,0,85.245,9,130.238,10,111.989,7,6,0,0,10,50.996,2,0,0,2,3.5,1,0,0,7,154.997,1,3,1,1.248,7,110.74,1,2.5,2,5.748,14,111.237,1,3.5,33.99,0
4,14,1,7913,8696,743,0,0,2,0,0,203.69,11,269.251,1,270,0.748,270,0.748,1,0,0,2,0,66.29,10,101.853,5,0,49.445,5,173.843,6,168.137,6,2.998,0,0,32,46.701,1,0,0,0,0,0,0,0,5,101.853,0,0,1,0.748,6,167.388,0,0,0,0,7,161.197,0,0,66.29,0
4,14,2,8859,8696,743,0,0,15,0,0,238.861,6,270,1,270,0,270,0,0,0,0,2,0,31.129,5,113.545,4,0,97.255,6,172.733,7,156.447,5,0,0,0,9,0,0,0,0,1,0,0,0,0,4,113.545,0,0,0,0,5,156.447,0,0,0,0,8,163.835,0,0,31.129,0
4,15,1,8818,8828,762,10.248,1,0,51.495,4,209.246,5,220.498,3,270,12.75,142.002,39.247,4,0,0,3,0,9.249,2,14.746,1,0,38.496,2,231.5,3,255.252,2,14.005,0,0,24,0,0,0,0,0,0,0,0,0,1,14.746,0,0,4,39.247,4,205.75,0,0,4,51.495,6,174.496,0,0,9.249,0
4,15,2,8834,8828,762,0,0,2,0,0,211.131,12,269.712,1,270,0.287,270,0.287,1,0,0,3,0,58.847,11,222.437,8,0,101.899,12,82.344,11,47.547,9,150.148,0,0,6,85.725,10,0,0,0,0,0,0,0,8,222.437,0,0,1,0.287,9,47.259,0,0,0,0,11,78.841,0,0,58.847,0
4,16,1,8923,8565,733,0,0,0,50.235,6,196.742,9,210.504,4,270,2.252,101.504,59.488,5,0,0,0,0,23.005,4,195.494,3,0,65.245,2,171.247,3,74.502,2,3.749,0,0,4,33.503,1,0,0,2,0,0,0,0,6,135.998,5,59.488,0,0,2,74.502,1,0.25,5,48.236,6,112.751,0,0,23.005,0
4,16,2,8622,8565,733,0,0,0,22.559,3,247.435,4,266.286,1,270,0,266.285,3.713,1,0,0,2,0,0,0,139.778,10,0,14.998,3,240.958,4,130.203,10,10.536,0,0,6,14.035,3,0,0,0,0,0,0,0,10,139.778,0,0,1,3.713,10,126.489,2,9.496,3,13.061,5,227.893,0,0,0,0
4,17,NA,NA,8776,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,18,NA,NA,8555,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,1,9116,7910,783,20.437,2,0,55.987,10,213.993,11,129.244,4,213.028,0,61.024,119.809,5,0,0,0,4,0,0,52.737,7,0,33.991,10,133.489,19,217.249,8,0,0,0,10,4.25,2,0,0,0,75.485,8,1,3.748,4,32.236,5,16.75,7,103.052,6,97.002,4,8.496,9,24.497,19,108.983,0,0,0,75.485
5,1,2,9104,7910,783,36.75,7,0,117.48,13,148.497,15,138.326,10,10.19,0,4.691,94.892,16,0,0,0,5,3.995,1,32.996,2,0,21.241,4,208.757,8,237,3,0,0,0,12,0,0,0,0,0,39.988,3,0,0,2,32.996,0,0,16,94.892,12,105.326,1,1.502,13,91.48,17,117.255,0,0,3.995,39.988
5,2,1,9128,7395,766,0,0,6,4.499,3,183.994,13,265.202,3,270,0,217.541,4.751,2,0,0,0,0,78.984,9,89.004,3,0,45.745,7,188.485,12,178.49,5,0,2.498,1,32,4.249,2,0,0,2,31.498,3,0,0,4,85.003,2,3.998,1,0.752,5,177.694,1,0.748,3,3.75,12,146.236,4,26.495,52.489,5.003
5,2,2,9199,7395,766,0,0,1,16.989,8,172.968,19,257.494,5,270,0,136.906,11.002,4,0,0,0,1,80.007,10,82.089,6,0,50.51,7,116.477,13,187.9,6,1.654,0,0,41,1.251,1,0,0,0,101.736,6,0,0,10,69.583,4,11.002,0,0,6,187.9,5,10.491,4,6.497,17,101.466,8,69.753,10.254,31.983
5,3,1,9030,9014,793,5.398,1,0,9.151,1,196.788,8,258.699,2,256.213,0.161,252.712,5.899,2,1.949,1,0,0,62.098,5,29.548,1,0,22.2,1,192.749,5,240.45,2,0.161,0,0,27,1.348,1,0,0,0,53.694,3,1,1.797,1,24.249,1,3.5,1,2.399,2,234.449,0,0,1,9.151,8,174.39,3,50.795,11.303,2.899
5,3,2,9087,9014,793,78.559,11,0,107.068,12,124.154,18,144.913,9,115.409,0,112.916,46.49,19,0.754,1,0,2,37.989,5,0,0,0,0,0,214.74,9,270,1,0,0,0,19,0,0,0,0,0,55.244,8,0,0,0,0,0,0,19,46.49,9,144.913,0,0,11,64.823,16,111.15,0,0,37.989,55.244
5,4,1,9070,9133,672,45.413,6,0,117.994,8,151.99,9,145.492,7,76.155,0,25.905,79.071,12,0,0,2,6,0,0,91.324,7,0,36.588,9,157.889,17,178.663,7,0,0,0,13,9.246,2,0,0,5,66.241,9,2,5.749,6,64.085,4,21.485,11,57.583,9,81.399,4,13.498,11,57.988,13,99.894,0,0,0,66.241
5,4,2,9176,9133,672,157.215,8,0,192.957,8,77.028,8,46.993,4,6.204,58.455,60.952,65.769,12,0,0,0,5,0,0,0,0,18,0,0,139.793,12,270,1,195.207,0,0,6,0,0,0,0,0,130.184,12,0,0,0,0,0,0,12,65.769,4,46.993,0,0,11,84.253,5,55.536,0,0,0,130.184
5,5,1,9116,8803,783,0,0,0,1,1,140.234,14,270,1,270,0,270,0,0,0,0,0,0,128.739,13,154.255,4,0,38.992,8,215.991,9,115.738,4,3.249,0,0,17,15,1,0,0,1,0,0,0,0,4,154.255,0,0,0,0,4,115.738,0,0,1,1,12,128.236,0,0,128.739,0
5,5,2,9104,8803,783,0,0,0,58.604,5,166.382,9,212.125,5,270,0,149.881,57.866,5,0,0,0,2,44.997,4,158.623,3,0,94.366,7,164.617,8,111.372,3,0,0,0,7,7.5,1,0,0,0,3.501,1,0,0,5,137.872,4,20.745,2,37.12,4,74.249,4,16.11,5,34.992,9,113.114,0,0,44.997,3.501
5,6,1,9128,9027,795,0,0,0,0,0,115.985,11,270,1,270,0,270,0,0,0,0,3,0,153.995,10,197.99,4,0,79.744,10,132.236,10,72.002,5,0,0,0,8,49.748,8,0,0,1,0,0,0,0,4,197.99,0,0,0,0,5,72.002,0,0,0,0,10,73.98,0,0,153.995,0
5,6,2,9199,9027,795,0,0,0,0,0,172.092,14,270,1,270,0,270,0,0,0,0,0,0,97.882,13,126.963,4,0,50.717,4,216.777,4,143.03,4,0,0,0,15,2.498,1,0,0,0,0,0,0,0,4,126.963,0,0,0,0,4,143.03,0,0,0,0,12,154.37,0,0,97.882,0
5,7,1,9030,9110,797,0,0,0,43.239,3,226.755,4,211.747,3,270,3.122,144.127,58.247,4,0,0,2,5,0,0,93.622,7,0,64.86,12,179.868,13,176.365,7,23.623,0,0,20,19.247,2,0,0,0,5.998,1,0,0,6,73.749,3,19.871,4,38.373,7,137.988,3,8.491,4,24.743,13,155.121,0,0,0,5.998
5,7,2,9087,9110,797,0,0,0,41.242,7,228.744,8,244.245,4,270,0,205.918,25.749,3,0,0,0,0,0,0,125.994,8,0,83.733,10,168.743,10,143.99,9,0,0,0,24,17.502,3,0,0,0,0,0,0,0,9,113.74,4,12.249,2,13.497,8,130.492,4,12.732,4,24.754,12,143.983,0,0,0,0
5,8,1,9070,9238,797,62.994,5,0,137.339,10,122.14,11,78.771,3,85.402,0,65.401,128.22,8,0,0,0,7,10.5,1,186.844,7,0,62.241,13,126.487,10,83.143,7,0,0,0,6,81.243,7,0,0,4,0,0,6,47.994,3,49.121,11,89.716,5,38.496,1,29.649,13,35.736,9,56.091,8,70.389,0,0,10.5,0
5,8,2,9176,9238,797,24.095,2,0,99.453,7,170.534,7,173.547,5,199.038,0,67.289,72.346,6,0,0,0,1,0,0,169.483,6,0,113.755,9,122.482,9,100.505,7,0,0,0,13,33.742,4,0,0,1,0,0,2,6.245,8,97.999,6,65.229,2,7.115,5,75.54,8,37.498,4,35.197,7,87.283,0,0,0,0
5,9,1,9116,9069,801,0,0,0,67.495,8,168.932,15,210.058,5,270,0,144.041,59.934,4,2.046,2,38,6,31.498,5,203.466,1,0,16.997,2,229.501,3,66.533,1,0,0,0,8,23.497,1,0,0,0,0,0,0,0,5,143.524,4,59.934,0,0,1,66.533,0,0,7,63.491,14,148.94,0,0,31.498,0
5,9,2,9104,9069,801,0,0,0,38.001,7,212.484,12,242.484,5,270,0,88.113,27.508,4,2.99,2,17,2,16.501,4,186.378,3,0,185.89,3,84.105,3,83.617,3,0,0,0,2,0,0,0,0,0,0,0,0,0,6,167.36,4,19.011,1,8.496,3,75.12,6,33.004,2,4.996,5,72.609,0,0,16.501,0
5,10,NA,NA,9172,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,11,1,9030,9095,801,0,0,0,5.056,2,241.186,5,267.249,2,270,0,241.813,2.749,1,0,0,5,0,23.749,3,60.999,3,0,71.997,3,182.494,4,208.995,4,2.06,0,0,41,15.506,1,0,0,0,0,0,0,0,4,58.248,1,2.749,0,0,4,208.995,0,0,2,5.056,5,177.435,0,0,23.749,0
